wavelength,y_bar
703,0.00337301
704,0.00313432
705,0.00291086
706,0.00270153
707,0.0025058
708,0.00232323
709,0.00215333
710,0.00199556
711,0.00184932
712,0.00171398
713,0.0015889
714,0.00147345
715,0.00136702
716,0.00126895
717,0.00117842
718,0.00109464
719,0.00101694
720,0.000944727
721,0.000877517
722,0.000815044
723,0.000757076
724,0.000703375
725,0.000653705
726,0.000607805
727,0.000565344
728,0.000526005
729,0.000489506
730,0.000455597
731,0.000424055
732,0.000394686
733,0.000367318
734,0.000341794
735,0.000317974
736,0.000295744
737,0.000275056
738,0.000255864
739,0.000238114
740,0.000221745
741,0.000206671
742,0.000192747
743,0.000179831
744,0.000167802
745,0.000156557
746,0.000146017
747,0.000136154
748,0.000126945
749,0.000118367
750,0.000110393
751,0.000102991
752,9.61184e-05
753,8.97332e-05
754,8.37969e-05
755,7.82744e-05
756,7.31331e-05
757,6.83414e-05
758,6.38703e-05
759,5.96939e-05
760,5.57886e-05
761,5.21351e-05
762,4.87218e-05
763,4.55385e-05
764,4.25744e-05
765,3.98188e-05
766,3.72588e-05
767,3.48747e-05
768,3.26476e-05
769,3.05614e-05
770,2.86018e-05
771,2.67584e-05
772,2.50294e-05
773,2.34137e-05
774,2.19091e-05
775,2.05126e-05
776,1.9219e-05
777,1.8018e-05
778,1.6899e-05
779,1.58531e-05
780,1.48724e-05
781,1.39509e-05
782,1.30853e-05
783,1.22733e-05
784,1.15123e-05
785,1.08e-05
786,1.01336e-05
787,9.50992e-06
788,8.92563e-06
789,8.37785e-06
790,7.86392e-06
791,7.38154e-06
792,6.9291e-06
793,6.50514e-06
794,6.10822e-06
795,5.73694e-06
796,5.38983e-06
797,5.06527e-06
798,4.76167e-06
799,4.47756e-06
800,4.2116e-06
801,3.96246e-06
802,3.72867e-06
803,3.50888e-06
804,3.30187e-06
805,3.10656e-06
806,2.92212e-06
807,2.74821e-06
808,2.58456e-06
809,2.43087e-06
810,2.28679e-06
811,2.15191e-06
812,2.02566e-06
813,1.90746e-06
814,1.79679e-06
815,1.69315e-06
816,1.59603e-06
817,1.5049e-06
818,1.41924e-06
819,1.3386e-06
820,1.26256e-06
821,1.19077e-06
822,1.12303e-06
823,1.05915e-06
824,9.98951e-07
825,9.42251e-07
826,8.8888e-07
827,8.38669e-07
828,7.91454e-07
829,7.47077e-07
830,7.05386e-07
